time,Campus Ave & Library Rd to Campus Ave & P2,Campus Ave & Library Rd to Library Rd & P1,Campus Ave & P2 to Campus Ave & University Dr,Campus Ave & P6 to Campus Ave & Library Rd,Campus Ave & P6 to Roundabout,Campus Ave & University Dr to Library Rd & University Dr,Campus Ave & University Dr to Raven Rd & University Dr,Library Rd & P1 to Campus Ave & Library Rd,Library Rd & P1 to Library Rd & University Dr,Library Rd & University Dr to Colonel By Dr & University Dr,P3 & Raven Rd to Raven Rd & University Dr,P4 & University Dr to Raven Rd & University Dr,P4 & University Dr to Stadium Way & University Dr,P5 & Stadium Way to Bronson Ave & Stadium Way,P5 & Stadium Way to Stadium Way & University Dr,Raven Rd & University Dr to Campus Ave & University Dr,Raven Rd & University Dr to P4 & University Dr,Roundabout to Bronson Ave & University Dr,Stadium Way & University Dr to P5 & Stadium Way,Stadium Way & University Dr to Roundabout
15.0,0.0,0.0,1.8058747807743485,0.0,0.0,0.0,0.32251669477952966,0.28577393387463595,0.9790351796725093,0.0,0.0,0.0,1.8290647607909105,0.0,3.410694764187814,0.0,0.0,2.12327321895495,0.0,1.3076885744059894
16.0,0.0,0.0,1.8058747807743485,0.0,0.0,0.0,0.32251669477952966,0.28577393387463595,0.9790351796725093,0.0,0.0,0.0,1.8290647607909105,0.0,1.705347382093907,0.0,0.0,2.12327321895495,0.0,1.9615328616089842
17.0,0.0,0.0,1.8058747807743485,0.0,0.0,0.0,0.32251669477952966,0.28577393387463595,0.9790351796725093,0.0,0.0,0.0,1.8290647607909105,0.0,1.705347382093907,0.0,0.0,2.12327321895495,0.0,1.9615328616089842
18.0,0.0,0.0,1.8058747807743485,0.0,0.0,0.0,0.32251669477952966,0.28577393387463595,0.9790351796725093,0.0,0.0,0.0,1.8290647607909105,0.0,1.705347382093907,0.0,0.0,2.12327321895495,0.0,1.9615328616089842
19.0,0.0,0.0,1.8058747807743485,0.0,0.0,0.0,0.32251669477952966,0.28577393387463595,0.48951758983625465,2.9104777148277132,0.0,0.0,1.8290647607909105,0.0,1.705347382093907,0.0,0.0,2.12327321895495,0.0,1.9615328616089842
20.0,0.0,0.0,2.4078330410324646,0.0,0.0,0.0,0.32251669477952966,0.4286609008119539,0.48951758983625465,2.9104777148277132,0.0,0.49358010555857484,1.371798570593183,0.5273364024363849,1.705347382093907,0.0,0.0,3.53878869825825,1.705347382093907,1.3076885744059894
21.0,0.0,0.0,2.4078330410324646,0.0,0.0,0.0,0.32251669477952966,0.4286609008119539,0.48951758983625465,2.9104777148277132,0.0,0.49358010555857484,1.371798570593183,0.5273364024363849,1.705347382093907,0.0,0.0,2.8310309586066,1.705347382093907,1.3076885744059894
22.0,0.0,0.0,2.4078330410324646,0.0,0.0,0.0,0.32251669477952966,0.4286609008119539,0.48951758983625465,2.9104777148277132,0.0,0.49358010555857484,1.371798570593183,0.5273364024363849,0.0,0.0,0.0,2.8310309586066,1.705347382093907,1.9615328616089842
23.0,0.0,0.0,2.4078330410324646,0.0,0.0,0.0,0.32251669477952966,0.4286609008119539,0.48951758983625465,0.0,0.0,0.49358010555857484,1.371798570593183,0.5273364024363849,0.0,0.0,0.0,2.8310309586066,1.705347382093907,1.9615328616089842
24.0,0.0,0.0,2.4078330410324646,0.0,0.0,0.0,0.32251669477952966,0.4286609008119539,0.48951758983625465,0.0,0.0,0.49358010555857484,1.371798570593183,0.5273364024363849,0.0,0.0,0.0,2.8310309586066,1.705347382093907,1.9615328616089842
25.0,0.0,0.0,2.4078330410324646,0.0,0.0,0.19347435858195022,0.32251669477952966,0.4286609008119539,0.9790351796725093,0.0,0.0,0.49358010555857484,1.8290647607909105,0.5273364024363849,1.705347382093907,0.0,0.0,3.53878869825825,1.705347382093907,1.9615328616089842
26.0,0.0,0.0,2.4078330410324646,0.0,0.0,0.19347435858195022,0.32251669477952966,0.4286609008119539,0.9790351796725093,0.0,0.0,0.49358010555857484,1.8290647607909105,0.5273364024363849,3.410694764187814,0.0,0.0,2.8310309586066,0.0,1.9615328616089842
27.0,0.0,0.0,2.4078330410324646,0.0,0.0,0.19347435858195022,0.32251669477952966,0.4286609008119539,0.9790351796725093,0.0,0.0,0.49358010555857484,1.8290647607909105,0.5273364024363849,3.410694764187814,0.0,0.0,2.8310309586066,0.0,1.9615328616089842
28.0,0.0,0.0,2.4078330410324646,0.0,0.0,0.19347435858195022,0.32251669477952966,0.4286609008119539,0.9790351796725093,0.0,0.0,0.49358010555857484,1.8290647607909105,0.5273364024363849,3.410694764187814,0.0,0.0,3.53878869825825,0.0,1.3076885744059894
29.0,0.0,0.0,2.4078330410324646,0.0,0.0,0.19347435858195022,0.32251669477952966,0.4286609008119539,0.9790351796725093,0.0,0.0,0.49358010555857484,1.8290647607909105,0.5273364024363849,3.410694764187814,0.0,0.0,2.8310309586066,0.0,1.3076885744059894
30.0,0.0,0.0,3.009791301290581,0.0,0.0,0.19347435858195022,0.32251669477952966,0.4286609008119539,1.468552769508764,0.0,0.0,0.49358010555857484,1.8290647607909105,0.5273364024363849,5.116042146281721,0.0,0.0,3.53878869825825,0.0,1.9615328616089842
31.0,0.0,0.0,3.009791301290581,0.0,0.0,0.19347435858195022,0.32251669477952966,0.4286609008119539,1.468552769508764,0.0,0.0,0.49358010555857484,1.8290647607909105,0.5273364024363849,1.705347382093907,0.0,0.0,3.53878869825825,0.0,3.269221436014974
